#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Unnamed: 12,Unnamed: 13
171,Claim,7746498271,47,a friend reported someone discovered that the chicken is the closest relative to the t-rex,verified,banned,648343.0,233325.0,66078.0,4728.0,2122.0,15.0,9.0
172,Claim,8739148209,12,a friend reported someone discovered that violin bows are made from horsehair,not verified,banned,56430.0,34026.0,4691.0,0.0,0.0,15.0,9.0
173,Claim,5498164986,42,a friend reported someone discovered that the largest living thing on earth is a tree,not verified,active,558866.0,187629.0,15527.0,4493.0,2012.0,15.0,9.0
174,Claim,3936574703,36,a friend reported someone discovered that the moon is moving away from the earth,not verified,active,91199.0,28946.0,3171.0,115.0,59.0,15.0,9.0
175,Claim,2604259933,25,a friend reported someone discovered that a pineapple plant can only produce one pineapple a year,not verified,active,788517.0,307605.0,9543.0,4832.0,2067.0,15.0,9.0
176,Claim,1608107038,45,a friend reported someone discovered that china is the worldвЂ™s largest silk producer,not verified,active,115622.0,56824.0,13342.0,817.0,373.0,15.0,9.0
177,Claim,2727382715,36,a friend reported someone discovered that redwoods are the tallest trees,not verified,active,36741.0,4541.0,49.0,38.0,23.0,15.0,9.0
178,Claim,5902155661,23,a friend told me someone discovered that humans will live on mars by 2035,not verified,active,417233.0,217824.0,34725.0,357.0,66.0,15.0,9.0
179,Claim,9213366701,16,a friend told me someone discovered that drone deliveries are already happening and will become common by 2025,not verified,active,509376.0,153342.0,34764.0,2281.0,1318.0,15.0,9.0
180,Claim,8842246310,52,a friend told me someone discovered that earth days are getting longer over time due to orbital expansion,verified,active,993601.0,360808.0,123543.0,2648.0,1377.0,15.0,9.0
181,Claim,6889169972,29,a friend told me someone discovered that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,511307.0,271981.0,20832.0,6673.0,2467.0,15.0,9.0
182,Claim,7804864557,32,a friend told me someone discovered that there are about 582 million entrepreneurs in the world,not verified,under review,518655.0,105148.0,40590.0,1367.0,502.0,15.0,9.0
183,Claim,4823187644,59,a friend told me someone discovered that the highest total mileage clocked by a single car is 2850000 million miles,not verified,banned,268145.0,112600.0,14468.0,2719.0,106.0,15.0,9.0
184,Claim,9335708424,45,a friend told me someone discovered that violins are constructed from 70 individual wooden pieces,not verified,under review,862840.0,435872.0,93125.0,1459.0,746.0,15.0,9.0
185,Claim,7766705565,24,a friend told me someone discovered that the musical artist prince played 27 different instruments on his debut album,not verified,active,244746.0,15130.0,2944.0,180.0,62.0,15.0,9.0
186,Claim,4696899899,37,a friend told me someone discovered that it would take a 50 petabyte drive to store every written work ever created,not verified,active,210960.0,115814.0,36974.0,1855.0,467.0,15.0,9.0
187,Claim,6745378976,12,a friend told me someone discovered that kite flying is a professional sport in thailand.,not verified,under review,111863.0,516.0,33.0,11.0,4.0,15.0,9.0
188,Claim,6772896896,11,"""a friend told me someone discovered that starting in 1990"," american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years""",not verified,9935.5,89566.0,45283.0,5417.0,137.0,21.0,9.0
189,Claim,1862037900,42,a friend told me someone discovered that the busiest airport in the world is in the united states,not verified,under review,444516.0,215982.0,12545.0,4987.0,756.0,15.0,9.0
190,Claim,4551827249,49,a friend told me someone discovered that koalas sleep up to 22 hours per day,not verified,banned,226281.0,97360.0,28001.0,110.0,72.0,15.0,9.0
191,Claim,7514931640,29,a friend told me someone discovered that footprints left on the moon wonвЂ™t disappear as there is no wind,not verified,active,330402.0,171557.0,45777.0,1871.0,355.0,15.0,9.0
192,Claim,8706266170,17,a friend told me someone discovered that neptune radiates more heat than it gets from the sun,not verified,banned,704208.0,133661.0,17715.0,368.0,51.0,15.0,9.0
193,Claim,4219776341,24,a friend told me someone discovered that neptuneвЂ™s winds are the fastest in the solar system,not verified,active,519070.0,158598.0,54151.0,665.0,188.0,15.0,9.0
194,Claim,8594722433,50,a friend told me someone discovered that there are currently 6 spacecrafts on mars,not verified,banned,499826.0,309975.0,17914.0,7456.0,1333.0,15.0,9.0
195,Claim,2139725155,50,a friend told me someone discovered that mars has running water,not verified,active,167944.0,87441.0,6040.0,353.0,137.0,15.0,9.0
196,Claim,6933800311,60,a friend told me someone discovered that the bent joint in the legs of the flamingo is its ankles,not verified,active,511854.0,312695.0,39685.0,376.0,133.0,15.0,9.0
197,Claim,8984696114,60,a friend told me someone discovered that canned pumpkins do not contain actual pumpkins,not verified,banned,684341.0,127101.0,7517.0,1741.0,1005.0,15.0,9.0
198,Claim,3067704895,22,a friend told me someone discovered that dogs can understand up to 250 hand gestures and words,not verified,under review,825852.0,479045.0,3712.0,9804.0,3127.0,15.0,9.0
199,Claim,4488897516,52,a friend told me someone discovered that captive ravens can speak better than parrots,not verified,under review,683434.0,94655.0,37748.0,309.0,87.0,15.0,9.0
200,Claim,8870414389,41,a friend told me someone discovered that the scottish were the first people to fry chicken,verified,under review,231712.0,12348.0,771.0,79.0,36.0,15.0,9.0
201,Claim,2095021181,50,a friend told me someone discovered that baked beans are not actually baked,not verified,active,597742.0,178975.0,44473.0,1885.0,314.0,15.0,9.0
202,Claim,4305540024,36,a friend told me someone discovered that the brain is the fattiest organ in the body,not verified,under review,273182.0,81099.0,21955.0,1075.0,611.0,15.0,9.0
203,Claim,3532933441,46,a friend told me someone discovered that no two tongue prints are alike,not verified,under review,482106.0,228292.0,64845.0,1252.0,465.0,15.0,9.0
204,Claim,5846298972,52,a friend told me someone discovered that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,93598.0,52844.0,86.0,175.0,9.0,15.0,9.0
205,Claim,5264861021,39,a friend told me someone discovered that people donвЂ™t sneeze in their sleep,not verified,active,870656.0,137823.0,46313.0,2897.0,1696.0,15.0,9.0
206,Claim,7431921988,5,a friend told me someone discovered that australia has a bright pink lake,not verified,active,441748.0,122633.0,13387.0,556.0,130.0,15.0,9.0
207,Claim,9810190926,40,a friend told me someone discovered that j is the only letter that doesnвЂ™t appear on the periodic table of elements,not verified,active,33738.0,614.0,3.0,6.0,3.0,15.0,9.0
208,Claim,2892129815,42,"""a friend told me someone discovered that at birth"," baby pandas are smaller than mice""",not verified,9935.5,934185.0,22021.0,8068.0,538.0,134.0,9.0
209,Claim,7530589499,25,a friend told me someone discovered that penguins can jump as high as 9 feet in the air,not verified,active,422912.0,248328.0,50384.0,4380.0,19.0,15.0,9.0
210,Claim,9379001882,21,a friend told me someone discovered that the microwave oven was an accidental invention,not verified,banned,515255.0,7604.0,2738.0,22.0,10.0,15.0,9.0
211,Claim,4451936493,17,a friend told me someone discovered that the longest location name on the planet earth is 85 letters in english.,not verified,active,749576.0,314896.0,61154.0,5917.0,1414.0,15.0,9.0
212,Claim,7808317786,54,a friend told me someone discovered that only one-fourth of the sahara desert is sandy,not verified,active,169966.0,87626.0,31020.0,536.0,58.0,15.0,9.0
213,Claim,9991058069,58,a friend told me someone discovered that there are billions of eggs produced commercially each year,not verified,active,629607.0,221678.0,18098.0,1467.0,389.0,15.0,9.0
214,Claim,4836248944,23,a friend told me someone discovered that pineapples are named after pinecones,not verified,banned,49714.0,19166.0,2673.0,341.0,7.0,15.0,9.0
215,Claim,7103907292,42,a friend told me someone discovered that leeches were historically used to predict the weather,not verified,under review,807048.0,185813.0,48347.0,4570.0,962.0,15.0,9.0
216,Claim,9113665173,40,a friend told me someone discovered that melting glaciers make fizzy noises,not verified,active,961772.0,469073.0,97414.0,8430.0,2801.0,15.0,9.0
217,Claim,8738219904,43,a friend told me someone discovered that the most successful predator is a wild dog,not verified,under review,148883.0,85580.0,34011.0,131.0,29.0,15.0,9.0
218,Claim,5939958492,12,a friend told me someone discovered that the worldвЂ™s largest pyramid cannot be found in egypt,not verified,active,631388.0,337717.0,101692.0,2704.0,1298.0,15.0,9.0
219,Claim,3532054883,48,a friend told me someone discovered that triskaidekaphobia is the fear of the number 13,not verified,active,939426.0,346894.0,107200.0,281.0,95.0,15.0,9.0
220,Claim,7025489308,37,a friend told me someone discovered that the largest living thing on earth is a tree,not verified,active,560115.0,259081.0,97881.0,3155.0,935.0,15.0,9.0
221,Claim,7883860722,27,a friend told me someone discovered that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,under review,100810.0,46464.0,5054.0,326.0,47.0,15.0,9.0
222,Claim,3021635631,49,a friend told me someone discovered that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,active,859572.0,128379.0,2142.0,2633.0,1100.0,15.0,9.0
223,Claim,3161322846,6,a friend told me someone discovered that a pineapple plant can only produce one pineapple a year,not verified,active,86449.0,20873.0,2412.0,395.0,154.0,15.0,9.0
224,Claim,2518698336,19,a friend claimed someone discovered that it snows in the sahara desert,not verified,active,22675.0,15038.0,4688.0,212.0,0.0,15.0,9.0
225,Claim,2126104163,8,a friend claimed someone discovered that it would take less than a month to get to the moon by car at 60mph,not verified,active,30448.0,988.0,206.0,25.0,16.0,15.0,9.0
226,Claim,4418650441,23,a friend claimed someone discovered that the first electric vehicle was created in 1832,not verified,banned,569559.0,184470.0,14061.0,1468.0,173.0,15.0,9.0
227,Claim,6454272818,47,a friend claimed someone discovered that the car radio was first introduced in 1922,not verified,banned,813598.0,48172.0,948.0,942.0,401.0,15.0,9.0
228,Claim,5140520149,6,a friend claimed someone discovered that the automotive industry employs about 9.9 million americans,not verified,active,506876.0,212303.0,15689.0,1428.0,760.0,15.0,9.0
229,Claim,6466205346,46,a friend claimed someone discovered that violins are constructed from 70 individual wooden pieces,not verified,active,682406.0,108826.0,1338.0,2661.0,1014.0,15.0,9.0
230,Claim,9201613150,27,a friend claimed someone discovered that the musical artist prince played 27 different instruments on his debut album,not verified,banned,878248.0,400541.0,121970.0,3447.0,361.0,15.0,9.0
231,Claim,1397273081,45,"""a friend claimed someone discovered that 99% of individuals in denmark"," ireland and the united arab emirates have internet access""",not verified,9935.5,909325.0,314007.0,48135.0,6184.0,1278.0,9.0
232,Claim,3336652561,18,"""a friend claimed someone discovered that 1920 was the last time the event """"tug-of-war"""" was played in the summer olympics""",not verified,active,881753.0,295676.0,7539.0,1611.0,417.0,15.0,9.0
233,Claim,8370716280,53,a friend claimed someone discovered that kite flying is a professional sport in thailand.,not verified,banned,179828.0,100089.0,9428.0,1529.0,518.0,15.0,9.0
234,Claim,3245423844,5,a friend claimed someone discovered that the longest commercial flight in history took around 30 hours,not verified,active,414954.0,43839.0,2052.0,753.0,32.0,15.0,9.0
235,Claim,6438126463,42,a friend claimed someone discovered that the busiest airport in the world is in the united states,not verified,under review,380857.0,160730.0,35354.0,1844.0,457.0,15.0,9.0
236,Claim,3795737742,23,a friend claimed someone discovered that dolphins are mammals,not verified,active,661093.0,180093.0,32820.0,3721.0,1338.0,15.0,9.0
237,Claim,7592496774,20,a friend claimed someone discovered that some ants can lift up to 20 times their own body weight,not verified,active,612645.0,340472.0,6082.0,7560.0,1963.0,15.0,9.0
238,Claim,2414295768,31,a friend claimed someone discovered that the hummingbird is the only bird that can fly backwards,not verified,active,38266.0,7567.0,3012.0,136.0,14.0,15.0,9.0
239,Claim,2158621735,10,a friend claimed someone discovered that sound actually travels in space,not verified,active,392496.0,251922.0,30959.0,3538.0,299.0,15.0,9.0
240,Claim,5038558037,8,a friend claimed someone discovered that neptuneвЂ™s winds are the fastest in the solar system,not verified,active,175290.0,86677.0,1785.0,1819.0,391.0,15.0,9.0
